name,player_positions,overall,potential,age,height,country
T. Ayala,GK,63,69,23,188,Argentina
L. Gütlbauer,GK,66,72,24,192,Austria
M. Mansilla,GK,73,73,29,191,Argentina
Bernardo,GK,68,78,22,196,Brazil
J. Klinsmann,GK,67,69,28,194,United States
N. Hedl,GK,71,78,24,188,Austria
L. Pirard,GK,67,67,30,191,Belgium
P. Pervan,GK,71,71,37,194,Austria
Zou Dehai,GK,57,57,32,187,China PR
F. Majchrowicz,GK,65,66,25,194,Poland
M. Cerofolini,GK,67,71,26,188,Italy
Nicolau,GK,61,72,22,184,Spain
A. Zendejas,GK,62,62,29,196,United States
J. McCarthy,GK,68,68,32,185,United States
V. Fiorillo,GK,68,68,35,190,Italy
A. Posiadała,GK,68,79,22,192,Poland
E. Bush,GK,62,62,39,186,United States
L. Koopmans,GK,65,65,31,190,Netherlands
T. Leysen,GK,73,80,23,189,Belgium
R. Brush,GK,53,53,40,185,England
I. Mandić,GK,69,77,22,196,Croatia
J. Ruddy,GK,68,68,38,193,England
P. Szappanos,GK,67,67,34,194,Hungary
N. Ravaglia,GK,66,66,36,184,Italy
R. Descamps,GK,74,75,29,196,France
A. Pears,GK,69,72,27,186,England
I. Koné,GK,63,63,35,190,Guinea
F. Ehmann,GK,62,66,26,189,Austria
Víctor Aznar,GK,64,73,22,189,Brazil
S. Beltrán,GK,63,73,20,190,Argentina
B. Allain,GK,65,65,33,185,France
V. Kovacević,GK,70,73,27,192,Bosnia and Herzegovina
T. Schützenauer,GK,62,64,28,182,Austria
J. Stolarczyk,GK,70,74,24,194,Poland
J. Hammel,GK,72,80,24,185,Switzerland
Q. Braat,GK,68,71,27,194,France
S. Al Sheeb,GK,65,65,35,188,Qatar
T. Schreiber,GK,68,75,23,191,Germany
P. Isenko,GK,67,72,21,195,Ukraine
K. Fesiun,GK,69,76,22,191,Ukraine
F. Escales,GK,70,72,29,184,France
A. Paleari,GK,68,68,32,193,Italy
D. Richards,GK,58,58,31,186,Wales
F. de Keijzer,GK,68,71,25,193,Netherlands
M. Paes,GK,72,76,27,192,Indonesia
C. Eriksson,GK,65,66,30,191,Finland
R. Fulton,GK,63,65,29,191,Scotland
J. Griffiths,GK,65,73,23,198,England
T. Sharman-Lowe,GK,62,73,22,193,England
Josep Martínez,GK,75,77,27,191,Spain
Cañizares,GK,66,76,23,186,Spain
B. Poveda,GK,65,73,21,181,Bolivia
Tang Zicheng,GK,47,62,17,186,China PR
B. Żelazowski,GK,62,77,20,193,Poland
Y. Takaoka,GK,72,72,29,181,Japan
M. Kochalski,GK,69,72,24,190,Poland
R. Mullen,GK,59,67,24,188,Scotland
D. Rusu,GK,65,65,34,180,Moldova
J. Walton,GK,66,70,27,188,England
M. Gillespie,GK,62,62,33,192,England
D. Tvardovskyi,GK,61,73,22,206,Ukraine
J. Urbig,GK,74,84,21,189,Germany
M. Keller,GK,72,81,22,189,Switzerland
Song Bum Keun,GK,74,78,27,194,Korea Republic
M. Howard,GK,60,60,38,183,England
Daniel Figueira,GK,70,74,26,189,Portugal
E. Bethke,GK,69,79,22,191,Germany
N. Baxter,GK,66,71,26,189,England
H. Sørlie,GK,56,75,18,183,Norway
J. Belshaw,GK,61,61,34,191,England
E. Louro,GK,59,61,29,191,United States
H. Al Watyan,GK,56,58,28,182,Saudi Arabia
Guilherme Fernandes,GK,67,75,24,191,Portugal
H. Devenish-Meares,GK,60,63,28,190,Australia
D. Enríquez,GK,69,77,23,185,Peru
C. Nedelcovici,GK,56,56,32,188,Romania
D. Cornell,GK,64,64,34,180,Wales
M. Brouwer,GK,68,68,32,189,Netherlands
Kewin,GK,73,73,30,189,Brazil
C. Dur-Bozoancă,GK,66,69,27,182,Romania
T. Paterok,GK,63,63,32,192,Germany
J. Coppens,GK,62,62,34,190,Belgium
J. Eastwood,GK,60,60,28,190,England
G. Kobylak,GK,64,72,23,190,Poland
N. Flø,GK,64,66,29,190,Denmark
W. Stanway,GK,62,67,24,193,England
R. Owusu-Oduro,GK,71,84,20,188,Netherlands
L. Marquínez,GK,67,79,22,193,Colombia
M. Kos,GK,65,67,28,183,Austria
D. Alemdar,GK,70,76,22,189,Turkiye
D. Méndez,GK,64,64,34,174,Bolivia
C. Hazard,GK,69,73,27,198,Northern Ireland
T. Jindalee,GK,66,66,33,182,Australia
M. Şengezer,GK,71,74,28,192,Turkiye
L. Gugeshashvili,GK,70,73,26,196,Georgia
Aceves,GK,66,78,21,190,Spain
P. Dahlberg,GK,66,71,26,194,Sweden
M. Krasniqi,GK,66,66,32,187,Sweden
I. El Maach,GK,63,68,25,187,Morocco
D. Hładun,GK,66,66,29,190,Poland
Shi Chenglong,GK,51,55,26,184,China PR
T. Paradowski,GK,61,72,20,180,France
J. Holmes,GK,60,63,28,188,Australia
I. Zlobin,GK,70,73,28,191,Russia
B. Austin,GK,67,71,26,188,England
L. Zingerle,GK,69,69,31,182,Germany
E. Jaouen,GK,68,82,19,197,France
J. García,GK,69,69,38,182,Argentina
M. Kelly,GK,58,58,28,196,Republic of Ireland
R. Ducan,GK,60,65,24,192,Romania
Z. Hemming,GK,64,67,25,188,England
M. Barsham,GK,70,74,27,180,Qatar
Nacho Miras,GK,63,66,27,186,Spain
D. Bielica,GK,68,73,26,191,Poland
T. Lawal,GK,72,78,25,195,Austria
A. Roșca,GK,67,74,21,186,Romania
O. Bingwas,GK,66,66,33,190,India
Jung San,GK,53,53,36,191,Korea Republic
A. Redmayne,GK,61,61,36,194,Australia
T. de Graaff,GK,61,75,20,193,Netherlands
M. Roffo,GK,74,80,25,184,Argentina
Pablo Campos,GK,69,77,23,188,Spain
T. Miller,GK,62,62,32,193,United States
C. Ripley,GK,62,62,32,191,England
I. Pandur,GK,72,77,25,185,Croatia
Kim Joon Hong,GK,69,75,22,190,Korea Republic
E. Salles,GK,65,65,31,187,France
J. Krumrey,GK,62,73,21,193,Germany
Ø. Øvretveit,GK,63,63,31,193,Norway
N. Noll,GK,67,73,22,191,Germany
J. Burić,GK,63,63,38,195,Bosnia and Herzegovina
M. Gasparini,GK,60,68,23,185,Italy
Daniel,GK,73,73,31,188,Brazil
A. Plizzari,GK,65,69,25,191,Italy
M. Hautbois,GK,63,63,34,181,France
D. Blažević,GK,63,63,32,190,Sweden
R. Rangel,GK,72,76,25,191,Mexico
Warleson,GK,70,70,28,190,Brazil
A. Christodoulou,GK,66,67,28,188,Cyprus
A. Takroni,GK,60,60,33,188,Saudi Arabia
R. Hoffmann,GK,71,75,26,192,Germany
W. Mannion,GK,65,67,27,186,England
N. Körber,GK,66,67,28,189,Germany
E. Kılıçarslan,GK,59,62,27,188,Turkiye
M. Fortin,GK,66,76,21,197,Italy
O. Mason,GK,58,68,21,198,Republic of Ireland
M. Aioani,GK,67,71,25,187,Romania
A. Andresen,GK,61,75,19,199,Denmark
M. Weiß,GK,68,80,21,190,Germany
C. Zawieschitzky,GK,64,80,18,184,Austria
A. Seculin,GK,66,66,34,192,Italy
V. Sinisalo,GK,69,77,23,196,Finland
K. Skjærstein,GK,62,63,29,190,Norway
F. Pintado,GK,63,69,24,182,Uruguay
N. Mantl,GK,72,78,25,193,Germany
N. Kocik,GK,65,68,26,193,France
D. Węglarz,GK,65,66,29,189,Poland
C. Cáceda,GK,72,72,33,185,Peru
J. Barceló,GK,61,64,25,188,Argentina
J. McCracken,GK,64,70,25,190,Scotland
V. Boral,GK,54,54,35,183,India
E. Kastrati,GK,69,70,28,189,Albania
D. Zagorac,GK,61,61,38,186,Croatia
C. Straton,GK,62,62,35,191,Romania
L. Jensen,GK,69,74,26,198,Denmark
K. Singh,GK,52,52,39,181,India
T. Jakobsen,GK,59,71,21,188,Denmark
X. Dziekoński,GK,65,73,21,188,Poland
T. Simkin,GK,63,74,20,190,England
M. Kikkenborg,GK,66,71,25,197,Denmark
N. Kristof,GK,71,74,25,185,Austria
M. Diop,GK,69,75,25,204,Mauritania
L. Ingolotti,GK,68,73,25,184,Argentina
Y. Al Ruwaili,GK,52,64,20,180,Saudi Arabia
J. Chapman,GK,65,73,24,185,Australia
K. Letica,GK,69,71,28,201,Croatia
N. Bakker,GK,66,69,27,196,Netherlands
C. Slicker,GK,61,71,22,191,Scotland
B. Uphoff,GK,68,68,31,192,Germany
R. Celentano,GK,72,78,24,192,United States
V. Ilić,GK,68,76,21,195,Serbia
R. Vollath,GK,64,64,35,185,Germany
C. Früchtl,GK,70,76,25,193,Germany
M. Mleczko,GK,64,67,26,191,Poland
M. Lis,GK,73,76,28,192,Poland
F. Kastenmeier,GK,72,74,28,192,Germany
Hwang ByeongGeun,GK,58,58,31,193,Korea Republic
L. Malagón,GK,79,82,28,181,Mexico
J. Graterol,GK,70,73,28,180,Venezuela
E. Corvi,GK,65,71,24,187,Italy
B. Antúnez,GK,67,74,22,182,Uruguay
Nathael Silbeira,GK,71,71,29,188,Brazil
Carlos Marín,GK,70,73,28,187,Spain
A. Lundin,GK,60,60,32,187,Sweden
R. Fitzsimons,GK,58,58,31,185,England
Xu Jiamin,GK,55,55,31,190,China PR
I. Arce,GK,72,72,33,180,Argentina
G. Viscarra,GK,72,72,32,190,Bolivia
O. Çevikkan,GK,62,75,19,192,Turkiye
S. Sargeant,GK,59,59,27,188,England
C. Addai,GK,65,67,27,203,Jamaica
João Costa,GK,69,69,29,185,Portugal
M. Simon,GK,61,71,18,188,Romania
D. Reiziger,GK,63,70,24,184,Netherlands
J. Murphy,GK,57,57,43,188,Republic of Ireland
L. Grill,GK,67,70,26,192,Germany
Mu Pengfei,GK,62,62,36,192,China PR
O. Kocuk,GK,73,73,29,188,Turkiye
J. Camargo,GK,69,73,27,183,Venezuela
Kauã Santos,GK,71,82,22,196,Brazil
S. Ngapandouetnbu,GK,66,74,22,186,Cameroon
M. Niflore,GK,63,81,18,188,France
S. Drljača,GK,66,71,26,193,Germany
A. Leitner,GK,65,65,31,184,Austria
J. Kersken,GK,67,72,24,190,Germany
M. Adamonis,GK,68,69,28,191,Lithuania
R. Popa,GK,63,68,22,190,Romania
F. Ravizzoli,GK,64,67,27,190,Argentina
J. Krahl,GK,69,75,25,194,Germany
Dudu,GK,65,68,26,196,Germany
A. Racioppi,GK,69,72,26,189,Switzerland
E. Destanoğlu,GK,72,77,24,195,Turkiye
P. Menzel,GK,69,73,26,192,Germany
J. Contreras,GK,72,72,30,186,Venezuela
J. Bolado,GK,66,69,27,182,Argentina
M. Ndiaye,GK,65,79,19,190,Senegal
E. van der Gouw,GK,66,70,24,195,Netherlands
Adri Suárez,GK,63,76,20,190,Spain
Eduardo Fonseira,GK,71,71,25,191,Brazil
C. Mandas,GK,74,80,23,189,Greece
C. Miszta,GK,72,80,23,192,Poland
F. Botti,GK,59,69,23,183,Italy
S. Breza,GK,64,64,27,193,Canada
T. McGill,GK,62,67,25,185,Canada
A. Tarbell,GK,63,63,31,190,United States
K. Trelowski,GK,71,78,21,190,Poland
E. Selvik,GK,70,73,27,187,Norway
Ricardo Velho,GK,76,80,26,188,Portugal
M. Udrea,GK,57,62,23,183,Romania
J. Reichert,GK,67,74,24,191,Germany
Diogo Pinto,GK,68,80,21,195,Portugal
H. Isted,GK,63,64,28,186,England
S. Sylla,GK,60,68,21,191,France
F. Sanguinetti,GK,70,76,24,185,Argentina
O. Nkambadio,GK,73,81,22,190,France
Magunagoitia,GK,70,74,24,183,Spain
L. Bostyn,GK,64,64,31,196,Belgium
G. Anestis,GK,68,68,34,198,Greece
Ș. Lefter,GK,64,73,20,187,Romania
M. Pruchniewski,GK,59,67,18,184,Poland
Lee Gwang Yeon,GK,68,71,25,184,Korea Republic
W. Speel,GK,57,67,23,198,Netherlands
E. Green,GK,68,74,24,192,England
K. Al Muqaytib,GK,54,54,33,179,Saudi Arabia
M. Funk,GK,66,67,29,187,Germany
G. Szécsi,GK,60,60,36,185,Hungary
D. Khudyakov,GK,63,75,21,194,Russia
L. Wahlstedt,GK,65,68,25,190,Sweden
A. Duarte,GK,67,67,31,181,Peru
A. Quintana,GK,72,72,30,195,Colombia
R. Roefs,GK,74,84,22,192,Netherlands
M. Brøndbo,GK,58,71,20,188,Norway
L. Loria,GK,63,68,26,195,Italy
J. Shea,GK,67,67,34,181,England
S. Long,GK,58,62,22,188,Scotland
G. Poluzzi,GK,67,67,37,184,Italy
M. Prévot,GK,67,67,28,187,France
S. Ghidotti,GK,69,75,25,193,Italy
A. Araque,GK,66,67,29,180,Venezuela
G. Valle,GK,70,72,29,185,Ecuador
P. Schulze,GK,66,74,22,190,Germany
D. Stöger,GK,57,68,18,200,Austria
D. Greif,GK,78,81,28,197,Slovakia
G. Villar,GK,70,72,27,193,Argentina
André Paulo,GK,63,66,28,188,Portugal
D. Romero,GK,68,74,23,189,Peru
G. Tratnik,GK,65,68,25,191,Slovenia
J. Hutters,GK,59,70,21,188,Denmark
A. Attiah,GK,65,68,28,186,Saudi Arabia
P. Sy,GK,63,66,28,206,Senegal
T. Pereira Cardoso,GK,67,82,19,190,Luxembourg
D. Padelli,GK,65,65,39,191,Italy
J. Oluwayemi,GK,60,67,24,185,Nigeria
A. Ivačič,GK,67,67,31,188,Slovenia
I. Nikic,GK,68,74,24,195,Montenegro
Cristian Rivero,GK,65,69,27,188,Spain
D. Antosch,GK,63,68,25,193,Austria
A. Spahić,GK,64,67,28,190,Bosnia and Herzegovina
J. Zozaya,GK,63,68,23,187,Argentina
F. Feller,GK,68,77,21,183,Germany
A. Dobbels,GK,56,67,20,185,Belgium
F. Wimmer,GK,60,62,26,183,Austria
J. Sirois,GK,67,72,24,185,Canada
J. Gauci,GK,68,73,24,194,Australia
Ahn Joon Soo,GK,68,68,27,187,Korea Republic
A. Chovan,GK,63,63,29,192,Slovakia
Mikel Santos,GK,63,75,20,182,Spain
M. Al Haidari,GK,60,62,29,188,Saudi Arabia
Kaique Pereira,GK,64,76,22,193,Brazil
M. Braune,GK,64,75,22,187,Germany
João Valido,GK,67,70,25,185,Portugal
F. Buntić,GK,69,70,28,194,Croatia
S. McMullan,GK,59,68,20,182,Northern Ireland
F. Bagheria,GK,61,67,24,189,Italy
L. Rieß,GK,66,74,23,192,Germany
S. Abramowicz,GK,69,77,21,187,Poland
L. Steacy,GK,55,55,32,185,Republic of Ireland
E. Harrison,GK,57,75,19,182,England
K. van Oevelen,GK,66,78,21,199,Netherlands
Miguel Narváez,GK,63,70,23,188,Spain
L. Bergström,GK,63,73,22,205,Finland
O. Mosquera,GK,70,71,30,191,Panama
Á. Pécsi,GK,64,79,20,190,Hungary
W. Dennis,GK,67,72,24,188,England
D. Capdevila,GK,61,69,22,185,Uruguay
V. Chambaere,GK,63,70,22,191,Belgium
P. Argney,GK,60,77,19,186,France
G. Coudert,GK,66,70,26,188,France
J. Schenk,GK,71,80,22,191,Germany
A. Furlanetto,GK,61,66,23,191,Italy
P. Singh Gill,GK,59,61,24,183,India
T. Bodak,GK,60,69,23,190,Curacao
E. Herrera,GK,64,64,32,190,Venezuela
T. Ernst,GK,69,79,22,193,Germany
Diogo Ferreira,GK,64,79,18,191,Portugal
M. Igonen,GK,62,65,28,188,Estonia
R. León,GK,64,70,23,187,Argentina
J. Mądrzyk,GK,63,71,21,191,Poland
V. Surkis,GK,54,66,19,191,Ukraine
J. Heerkens,GK,64,80,19,193,Netherlands
F. Benítez,GK,66,75,21,188,Venezuela
M. Pattier,GK,62,63,29,184,France
B. Klaverboer,GK,64,78,19,191,Netherlands
P. Boevink,GK,66,69,27,190,Netherlands
Sergio Mestre,GK,60,77,20,193,Spain
A. Desábato,GK,71,71,35,183,Argentina
A. Dadakdeniz,GK,66,71,25,194,Turkiye
T. Turner,GK,58,61,27,191,Austria
M. Freese,GK,69,73,26,191,United States
A. Cajtoft,GK,64,64,31,191,Sweden
N. Polster,GK,68,74,22,189,Austria
M. Al Mahasna,GK,58,61,28,180,Saudi Arabia
Dani Martín,GK,58,69,19,188,Spain
L. Fortin,GK,61,67,23,193,Belgium
J. Cabezudo,GK,63,73,23,180,Peru
K. Chamorro,GK,69,75,25,187,Costa Rica
G. Olveira,GK,74,74,32,190,Uruguay
T. Van Ingelgom,GK,57,78,18,194,Belgium
R. Rivas,GK,62,62,40,186,Bolivia
M. Cooper,GK,64,73,23,185,England
J. Pantemis,GK,65,66,28,188,Canada
L. Brey,GK,69,79,22,193,Argentina
Rubén Gómez,GK,63,71,23,182,Spain
D. St. Clair,GK,73,76,28,191,Canada
L. Carević,GK,71,75,26,195,Montenegro
M. Raab,GK,70,74,26,186,Germany
F. Dickes,GK,57,77,17,193,Germany
M. Bundgaard,GK,65,73,23,197,Denmark
M. Tvrdoň,GK,67,67,30,194,Slovakia
A. Thomas,GK,61,65,26,188,Russia
N. Manganelli,GK,60,67,24,185,Argentina
T. Vandenberghe,GK,68,68,32,190,Belgium
John Victor,GK,71,71,29,196,Brazil
T. Lo-Tutala,GK,66,78,22,188,France
Choi Cheol Won,GK,57,57,30,194,Korea Republic
San Román,GK,69,72,27,189,Spain
A. Confente,GK,64,67,27,194,Italy
I. Diawara,GK,65,65,30,194,Mali
L. Marson,GK,63,66,27,194,Italy
S. Brynn,GK,66,74,24,184,England
M. Morro,GK,61,76,19,185,Argentina
R. Borzone,GK,64,74,20,191,Argentina
M. Woud,GK,60,65,26,196,New Zealand
M. Zinga,GK,65,73,23,187,France
Geng Xiaofeng,GK,56,56,37,191,China PR
F. Stritzel,GK,68,68,31,197,Germany
B. Winterbottom,GK,58,66,23,188,England
K. Sims,GK,60,72,22,192,New Zealand
V. Rabouille,GK,59,65,25,187,France
M. Epolo,GK,73,85,20,187,Belgium
L. Bakker,GK,55,67,19,194,Netherlands
R. Kortsmit,GK,65,65,32,190,Netherlands
R. Morínigo,GK,71,76,26,189,Paraguay
O. Hanin,GK,61,64,27,190,Israel
T. Durso,GK,66,71,26,185,Argentina
F. Rossi,GK,62,62,34,193,Italy
F. Manojlović,GK,68,70,29,197,Serbia
A. Al Sanbi,GK,60,68,24,181,Saudi Arabia
P. Álvarez,GK,69,69,31,180,Peru
C. Klaus,GK,67,67,31,189,Germany
Owono,GK,67,74,24,183,Equatorial Guinea
G. Toniolo,GK,56,66,21,188,Italy
M. van Sas,GK,61,74,21,193,Netherlands
K. Szymański,GK,62,62,32,192,Poland
M. Turk,GK,64,75,21,190,Slovenia
J. Bycroft,GK,59,63,23,187,England
Álex Padilla,GK,68,79,21,190,Mexico
H. Bağcı,GK,53,65,22,194,Turkiye
O. Pona,GK,57,72,19,195,Mali
J. Blázquez,GK,65,73,24,193,Argentina
L. Olmeta,GK,60,75,19,190,France
L. Hornicek,GK,73,83,22,194,Czechia
M. Jerke,GK,52,60,19,191,Poland
R. Sandberg,GK,62,69,24,185,Norway
F. Wiegele,GK,67,72,24,205,Austria
Zhao Shi,GK,52,52,32,187,China PR
Tristán,GK,64,74,23,188,Spain
M. Pissardo,GK,60,63,27,184,Italy
L. Romero,GK,68,68,34,188,Venezuela
C. Brady,GK,69,80,21,190,United States
X. Lenogue,GK,59,62,28,194,France
M. Berger,GK,59,73,20,181,Netherlands
J. González,GK,62,62,31,184,Uruguay
G. Marks,GK,61,67,25,185,United States
M. Al Baqawi,GK,59,63,27,180,Saudi Arabia
F. Zenobio,GK,69,72,25,183,Argentina
B. Güngördü,GK,68,70,29,190,Turkiye
T. De Percin,GK,66,74,24,185,France
M. Bu Sanda,GK,60,61,30,184,United Arab Emirates
P. Gartler,GK,65,68,28,187,Austria
Z. Görgen,GK,65,70,25,189,Turkiye
J. Cohen,GK,68,68,32,186,United States
David Grilo,GK,64,64,28,184,Portugal
J. Amissah,GK,61,69,23,198,Ghana
M. Nawaz,GK,58,59,25,174,India
I. Filipović,GK,65,65,30,197,Croatia
Diego Calai,GK,68,81,20,190,Brazil
Marcos Lavín,GK,63,65,28,190,Spain
R. Munteanu,GK,56,69,19,185,Romania
M. Behrens,GK,65,68,28,193,Germany
L. Popescu,GK,68,70,28,184,Romania
J. Olschowsky,GK,68,75,23,184,Germany
Simão Bertelli,GK,68,68,31,187,Brazil
T. Silić,GK,62,75,21,196,Croatia
F. Machado,GK,61,70,21,187,Uruguay
T. Grant,GK,59,73,19,188,England
K. Bąkowski,GK,62,69,22,190,Poland
P. Andreev,GK,69,79,20,192,Bulgaria
N. González,GK,63,73,20,187,Argentina
N. Marec,GK,59,70,20,192,France
Adrián,GK,66,72,24,195,Argentina
J. Delianov,GK,58,62,25,188,Australia
C. Cook,GK,62,70,23,188,Australia
J. De Busser,GK,72,76,25,190,Belgium
J. Lara,GK,63,68,26,187,Ecuador
A. Lastra,GK,63,71,24,194,Argentina
R. Balbarau,GK,65,69,24,189,Romania
R. Sava,GK,71,81,23,197,Romania
Neneca,GK,62,74,21,192,Brazil
I. Popescu,GK,66,66,31,188,Romania
M. Voltan,GK,57,65,22,194,Italy
J. Golz,GK,69,73,26,187,Germany
A. Mangiaut,GK,61,70,21,185,Argentina
L. Barraza,GK,64,65,28,187,United States
S. Weirauch,GK,64,71,21,193,Poland
Carlos López,GK,61,75,20,183,Spain
L. Giossa,GK,65,70,25,179,Uruguay
M. Backhaus,GK,67,81,21,194,Germany
Gabriel Pereira,GK,64,70,22,195,Brazil
A. Jovanović,GK,66,66,32,192,Serbia
B. Voll,GK,67,72,24,195,Germany
K. Tobiasz,GK,67,74,22,191,Poland
L. Petersson,GK,60,69,21,195,Iceland
S. Benda,GK,67,70,26,192,Germany
O. Hindrich,GK,69,75,22,193,Romania
Alberto Flores,GK,65,79,21,186,Spain
I. Brkić,GK,67,68,30,194,Croatia
D. Marfella,GK,57,61,25,183,Italy
N. Hagen,GK,64,66,28,193,Guatemala
O. Zych,GK,63,75,21,193,Poland
J. Pulskamp,GK,64,69,24,188,United States
T. Romero,GK,60,67,24,185,El Salvador
A. Tsiftsis,GK,65,70,25,191,Greece
J. Castro,GK,55,61,25,193,United States
Iker Venteo,GK,61,72,22,193,Spain
M. Lendfers,GK,55,74,19,190,Belgium
M. Bleve,GK,66,67,29,184,Italy
Á. Espínola,GK,59,65,22,188,Argentina
M. Stajduhar,GK,58,61,27,188,United States
E. Pap,GK,61,61,31,182,Romania
Á. Yaakobishvili,GK,65,79,19,185,Hungary
L. Verza,GK,60,65,24,184,Paraguay
Arnau Rafús,GK,63,72,22,190,Spain
Mario Ramos,GK,58,71,20,184,Spain
E. Sittaro,GK,60,64,25,185,Argentina
A. Sæther,GK,61,69,24,197,Norway
W. Barlasina,GK,66,66,27,196,Argentina
M. Freke,GK,62,65,26,193,Australia
D. Radnóti,GK,62,66,18,187,Hungary
M. Cox,GK,65,77,22,182,England
L. Torriani,GK,61,76,20,197,Italy
S. Huber,GK,56,73,19,195,Switzerland
J. Vinarčík,GK,60,76,19,187,Slovakia
L. Marić,GK,61,71,22,184,Austria
M. Ree,GK,60,74,21,198,Norway
S. Eriksson,GK,62,77,19,194,Sweden
Matheus Mendes,GK,68,70,26,197,Brazil
A. Jungdal,GK,64,69,23,195,Denmark
Chen Wei,GK,60,63,27,188,China PR
M. Delanghe,GK,65,73,24,190,Belgium
D. Andersson,GK,62,74,21,187,Sweden
Y. Lienard,GK,65,75,22,194,France
J. Smith,GK,62,67,23,187,England
E. Hadaya,GK,63,67,26,196,Sweden
Juanpa,GK,64,68,24,187,Spain
M. Seybold,GK,57,62,23,190,Germany
Unai Marrero,GK,69,77,23,189,Spain
J. Gal,GK,63,63,32,187,United States
S. Krell,GK,62,62,33,189,Austria
Á. De La Cruz,GK,61,71,23,196,Peru
João Gonçalves,GK,69,76,24,188,Portugal
R. Wallinder,GK,63,68,26,189,Sweden
A. Angelopoulos,GK,62,71,22,189,Greece
Wang Zhifeng,GK,56,59,28,197,China PR
K. Krzepisz,GK,54,59,25,191,Poland
R. Formento,GK,67,71,25,184,Uruguay
L. Kukić,GK,63,64,29,190,Bosnia and Herzegovina
I. Chirila,GK,60,71,19,179,Romania
M. Rajkovačić,GK,55,60,25,191,Switzerland
A. Mirbach,GK,58,73,20,192,France
V. Krapyvtsov,GK,64,79,20,188,Ukraine
Baek Jong Beom,GK,63,68,24,190,Korea Republic
M. Verrips,GK,68,68,28,195,Netherlands
T. Callens,GK,63,67,26,182,France
M. Reyes,GK,61,72,21,190,Chile
M. Roberts,GK,60,66,23,193,England
D. Mascardi,GK,57,69,18,190,Italy
V. Kaith,GK,67,67,28,187,India
V. Baier,GK,64,76,20,191,Czechia
B. Schwake,GK,63,69,23,188,United States
G. Garofani,GK,63,75,22,188,Italy
H. Jenssen,GK,62,64,29,193,Norway
M. Zacharias,GK,58,70,20,189,Germany
Fraga,GK,64,74,22,194,Spain
E. Canpolat,GK,66,73,24,194,Turkiye
S. Zakaria,GK,64,69,26,189,Qatar
J. Grobelny,GK,60,65,24,190,Poland
Bao Yaxiong,GK,63,63,28,192,China PR
V. Morgun,GK,60,67,23,192,Ukraine
M. Sanyour,GK,60,70,23,179,Saudi Arabia
J. Van Neck,GK,61,74,21,191,Belgium
L. Mezerette,GK,58,74,18,184,France
R. Strączek,GK,61,65,26,188,Poland
G. Evans,GK,60,72,20,190,England
E. Bilgin,GK,64,74,21,188,Turkiye
D. Callender,GK,67,70,27,191,United States
T. Bartouche-Selbonne,GK,62,65,28,178,France
A. Sorrentino,GK,64,72,23,190,Italy
T. Nozawa,GK,55,65,22,193,Japan
A. Gomes,GK,65,65,31,189,India
G. Singh,GK,65,67,25,183,India
K. Gadellaa,GK,60,70,22,210,Netherlands
Fran González,GK,63,80,20,199,Spain
M. Ellborg,GK,62,73,22,191,Sweden
J. de Boer,GK,64,70,25,199,Netherlands
M. Miño,GK,62,65,27,184,Argentina
P. Reverson,GK,63,78,20,194,Ghana
Monedero,GK,62,79,20,193,Spain
L. Watkowiak,GK,61,62,29,197,Germany
K. Dudek,GK,53,68,19,191,Poland
R. Zelezny,GK,64,78,18,193,Poland
T. Smith,GK,58,64,23,188,England
W. Lykke,GK,64,80,20,188,Denmark
S. Mustafá,GK,66,66,35,187,Bolivia
S. Smarkalev,GK,59,77,18,188,Bulgaria
F. Stolz,GK,66,71,24,193,Austria
Laro Gómez,GK,60,78,18,189,Spain
M. Koné,GK,68,75,23,186,Côte d'Ivoire
N. Steffen,GK,65,71,24,187,Switzerland
Jorge Benito,GK,58,73,19,182,Spain
A. Briciu,GK,52,65,17,190,Romania
L. Diarra,GK,64,74,22,190,Mali
S. Mazzini,GK,59,62,26,191,Italy
T. Muse,GK,54,58,25,193,United States
R. Mamla,GK,65,73,21,195,Poland
G. Zacchi,GK,62,71,21,185,Italy
T. Nijhuis,GK,64,68,26,197,Netherlands
A. Pérez,GK,63,71,24,191,Paraguay
M. Young,GK,59,79,18,191,England
V. Bernedo,GK,64,72,24,187,Chile
C. Bautista,GK,57,74,18,193,Peru
A. Weidinger,GK,63,65,28,197,Germany
J. Hilton,GK,58,62,25,195,England
Astralaga,GK,62,74,21,190,Spain
L. Gavran,GK,64,68,25,198,Canada
T. Hülsmann,GK,61,74,21,205,Germany
L. Weinkauf,GK,66,67,28,198,Germany
A. Hawsawi,GK,56,59,28,186,Saudi Arabia
J. Kadijevic,GK,63,73,21,186,Argentina
V. Oelz,GK,56,69,20,192,Austria
H. Tyrer,GK,64,72,23,194,England
S. Bajic,GK,65,74,23,191,France
A. Al Shammari,GK,56,61,25,181,Saudi Arabia
I. Boehmer,GK,60,67,23,188,Canada
N. Broome,GK,57,67,23,188,England
A. Gorcea,GK,62,68,23,185,Romania
M. Lotka,GK,68,74,24,190,Poland
V. Vorel,GK,69,71,29,190,Czechia
Hugo Cunha,GK,63,71,23,198,Portugal
W. Brook,GK,57,65,21,190,England
D. Moody,GK,55,78,17,187,England
D. Gil,GK,62,71,23,179,Venezuela
O. Siaulys,GK,64,69,25,195,Lithuania
A. Nilsson,GK,61,63,27,190,Sweden
